countof,Datum,years,Monat,Bundesland,Bundesland_count,Bundesland_count_scale,Stadt,Vorfallsart,Kurzbeschreibung,Verletzte,Tote,bewohnt,Politisch motivierte Tat nach Polizei- einschätzung?,Einzeltäter,Tätergruppe,Täter_organisiert,Ersttäter,Wiederholungstäter,Täter_ortsansässig,Täter_zugereist,ermittelnde_Polizei,ermittelnde_Staats_anwaltschaft,Verfahren_eingestellt,Anklage_erhoben,Urteil,Uhrzeit,Einbruch_Eingedrungen,lat,lng,cunti
1,7/12/2015,2015,7,Nordrhein-Westfalen,10,2,Mönchengladbach,Sachbeschädigung,"Eine unbekannte Person schleudert einen Kalksandstein gegen den Fenstersturz einer Asylunterkunft. Drei Frauen, die sich im angrenzenden Raum befinden, kommen mit dem Schrecken davon.",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,  Mönchengladbach,Mönchengladbach,,nein,nein,04.00 Uhr ,nein,51.194698,6.435364,1
1,12/14/2015,2015,12,Nordrhein-Westfalen,10,2,Kirchhundem,Brandanschlag,"Unbekannte versuchen ein Feuer in einem Bauernhaus zu legen, das als Flüchtlingsunterkunft saniert wird. Ein Handwerker entdeckt eine eingeschlagene Scheibe. Laut den Ermittlern wurde an drei Stellen versucht, die Holztreppe im Haus anzuzünden. Das Feuer sei von selbst erloschen, der Schaden gering. Im Frühjahr hatte ein Wasserschaden den Umbau verzögert. Die Ursache dieses Schadens blieb unklar.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Polizeipräsidium Hagen,Siegen,nein,nein,nein,unbekannt,ja,51.085315,8.119826,1
1,9/12/2015,2015,9,Nordrhein-Westfalen,10,2,Wiehl,Brandanschlag,"Ein abgestellter Eisenbahnwagon, der als Asylunterkunft genutzt werden sollte, wird in Brand gesetzt. Mit Sprühfarbe werden die Schriftzüge ""Go HOME Asyli"" und ""Deutschland is closed"" sowie ein Hakenkreuzsymbol hinterlassen.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,,  Köln,,nein,nein,06.00 Uhr,nein,50.947849,7.553006,1
1,4/4/2015,2015,4,Nordrhein-Westfalen,10,2,Übach-Palenberg,Sachbeschädigung,Fünf Jugendliche bewerfen eine Unterkunft für Asylsuchende mit Steinen. Dabei werden Fenster und Türen beschädigt.,0,0,ja,unbekannt,nein,ja,unbekannt,ja,nein,ja,nein,  Übach-Palenberg,  Aachen,,nein,nein,21.00 Uhr,nein,50.92138,6.11287,1
1,1/23/2016,2016,1,Nordrhein-Westfalen,10,2,Harsewinkel,Brandanschlag,"Unbekannte haben am Wochenende versucht, ein unbewohntes Holzhaus anzuzünden, in dem demnächst Asylsuchende untergebracht werden sollten. Entdeckt wurden die Brandspuren am Montag von einem Mitarbeiter der Stadt. An zwei Stellen hatten der oder die Täter versucht, eines der Häuser in Brand zu stecken. Das Feuer erlosch offenbar von selbst, teilte die Polizei mit.",0,,,,,,,,,,,,,,,,,Harsewinkel,51.964282,8.233368,1
1,1/17/2016,2016,1,Nordrhein-Westfalen,10,2,Gescher,Sonstige Angriffe auf Unterkünfte,"In der Nacht zum Sonntag drangen Unbekannte in eine bewohnte Asylunterkunft ein. Gegen 2.25 Uhr schreckten die Bewohner des Hauses hoch, da die Täter in der Küche eine Feuerwerksbatterie zündeten. Da sich alle Asylsuchenden zum Tatzeitpunkt im Obergeschoss des Hauses aufhielten, kam niemand zu Schaden. Ein Bewohner konnte noch beobachten, wie drei mutmaßliche Täter flüchteten. Der Staatsschutz ermittelt.",0,,,,,,,,,,,,,,,,,Gescher,51.952939,7.003174,1
1,1/19/2016,2016,1,Nordrhein-Westfalen,10,2,Detmold,Sonstige Angriffe auf Unterkünfte,"In der Nacht explodierte in der Nähe einer Asylunterkunft ein Sprengkörper. Anwohner berichten, dass durch die Explosion Fensterscheiben gewackelt hätten. Die Ermittler fanden ""Teile eines undefinierbaren Sprengkörpers"". Verletzt wurde niemand. Aufgrund der Nähe zu einer Asylunterkunft ist der Staatsschutz Bielefeld in die Ermittlungen eingebunden. Bereits kurz zuvor hatte ein Jugendlicher mit einem Luftdruckgewehr auf die Asylunterkunft geschossen.",0,,,,,,,,,,,,,,,,,Detmold,51.938478,8.868638,1
1,1/18/2016,2016,1,Nordrhein-Westfalen,10,2,Detmold,Sonstige Angriffe auf Unterkünfte,"Ein 19-jähriger mutmaßlicher Täter schoss in der Nacht zu Sonntag vor einer Asylunterkunft mit einer Waffe zwei Schüsse in die Luft und brüllte dazu rechte Parolen. Offenbar war der junge Mann in einer Gruppe unterwegs, die gerade aus der Disco kam. Bei der Waffe soll es sich um eine Luftdruckwaffe gehandelt haben. Gegenüber der Polizei gab der alkoholisierte Hauptverdächtige an, aus Wut über die Ereignisse der Silvesternacht in Köln gehandelt zu haben.",0,,,,,,,,,,,,,,,,,Detmold,51.938478,8.868638,1
1,1/29/2016,2016,1,Nordrhein-Westfalen,10,2,Gütersloh,Sonstige Angriffe auf Unterkünfte,"Am Abend zogen zwei Männer laut Polizei ""laut lärmend"" vor eine Asylunterkunft. Als sie am Fenster einen Bewohner sahen, warfen sie mit einer Bierflasche nach ihm. Die Scheibe splitterte, der Mann blieb jedoch unverletzt. Anschließend schlugen die Täter mit Stangen auf mehrere Fahrräder ein, die vor dem Haus abgestellt worden waren. Die Polizei konnte die beiden Männer in der Nähe des Tatorts stellen. Sie hätten keine Angaben zu ihrem Motiv gemacht, ""nahmen in ihren ersten polizeilichen Vernehmungen jedoch immer wieder Bezug auf die angebliche Vergewaltigung einer 13-Jährigen in Berlin (die nie stattgefunden hat) und machten deutlich, dass sie auf Asylbewerber wütend waren.""",0,,,,,,,,,,,,,,,,,Gütersloh,51.903238,8.385753,1
1,1/24/2016,2016,1,Nordrhein-Westfalen,10,2,Velen,Sonstige Angriffe auf Unterkünfte,"In der Nacht von Samstag auf Sonntag warfen Unbekannte einen Stein durch ein Fenster im Erdgeschoss einer Asylunterkunft. Der Stein durchschlug die Scheibe und traf eine Person, die jedoch nicht verletzt wurde. Ein weiterer Bewohner aus dem Obergeschoss konnte die Täter auf Fahrrädern fliehen sehen.",0,,,,,,,,,,,,,,,,,Velen,51.894363,6.9877,1
1,1/24/2016,2016,1,Nordrhein-Westfalen,10,2,Dülmen,Sonstige Angriffe auf Unterkünfte,"Unbekannte haben Container, die bald von Geflüchteten bezogen werden sollen, mit rassistischen Parolen beschmiert. Der oder die Täter sprühten mit roter Farbe „Schützt unsere Frauen“, „Flüchtlinge raus aus Dülmen“ und „Wir wollen euch nicht“ auf die Container“.",0,,,,,,,,,,,,,,,,,Dülmen,51.831645,7.283493,1
1,1/10/2016,2016,1,Nordrhein-Westfalen,10,2,Raesfeld,Brandanschlag,Unbekannte haben in der Nacht zu Sonntag eine ehemalige Gaststätte an der Weseler Straße in Raesfeld in Brand gesetzt. In dem Gebäude sollten demnächst Asylsuchende untergebracht werden.,0,,,,,,,,,,,,,,,,,Raesfeld,51.770259,6.839298,1
1,1/4/2016,2016,1,Nordrhein-Westfalen,10,2,Delbrück,Sonstige Angriffe auf Unterkünfte,"In der Nacht zu Montag haben Unbekannte auf eine als Erstaufnahmerichtung für Asylsuchende genutzte Sporthalle angegriffen. Dabei beschädigten sie zwei Fenster. In einer Pressemitteilung der Polizei heißt es: ""Erste Ermittlungen haben ergeben, dass nicht auszuschließen ist, dass die Beschädigungen durch Beschuss mittels einer Luftdruckwaffe verursacht worden sein könnten.""",0,,,,,,,,,,,,,,,,,Delbrück,51.765058,8.562075,1
1,1/20/2016,2016,1,Nordrhein-Westfalen,10,2,Marl,Brandanschlag,"Unbekannte haben ein als Asylunterkunft geplantes Gebäude mit Hakenkreuzen und rassistischen Sprüchen besprüht. Außerdem stellte die Polizei Brandspuren fest. Allerdings habe es ""nicht wirklich gebrannt, sondern nur leicht gekokelt"", sagte ein Polizeisprecher gegenüber",0,,,,,,,,,,,,,,,,,Marl,51.659123,7.106022,1
1,1/4/2016,2016,1,Nordrhein-Westfalen,10,2,Bottrop,Brandanschlag,"Im Tatzeitraum zwischen dem 30.12.2015 und dem 04.01.2016 drangen Unbekannte in einen Wohncontainer ein, der künftig zur Unterbringung von Asylsuchenden genutzt werden sollte. Der oder die Täter entzündeten auf dem Fußboden eine brennbare Flüssigkeit, die jedoch laut Polizei offenbar selbstständig erlosch.",0,,,,,,,,,,,,,,,,,Bottrop,51.529086,6.944689,1
1,1/19/2016,2016,1,Nordrhein-Westfalen,10,2,Ense,Sonstige Angriffe auf Unterkünfte,"Auf eine Asylunterkunft wurden mehrere Schüsse abgefeuert. Die Polizei bestätigte den Vorfall, nachdem sie im Fensterrahmen des Gemeinschaftsraumes ein Projektil fand. Bei weiteren Untersuchungen entdeckten die Ermittler weitere Einschüsse an der Hausfassade. Wann auf das Haus genau geschossen wurde, ist unbekannt, da der eigentliche Vorfall nicht gemeldet wurde. In der Unterkunft wohnen zurzeit 34 Asylsuchende.",0,,,,,,,,,,,,,,,,,Ense,51.507847,7.968338,1
1,1/15/2016,2016,1,Nordrhein-Westfalen,10,2,Oberhausen,Brandanschlag,"Unbekannte haben am frühen Freitagmorgen versucht, einen Gastank neber einer derzeit noch unbewohnten Asylunterkunft in Brand zu setzen. Die Rettungskräfte konnten das Feuer löschen, bevor es auf den Tank übergriff. Demnächst sollten in der geplanten Unterkunft etwa 100 Asylsuchende einziehen. Der Staatsschutz hat die Ermittlungen aufgenommen. Wie es heißt, hätten Zeugen im Umfeld der Unterkunft eine verdächtige Person beobachtet.",0,,,,,,,,,,,,,,,,,Oberhausen,51.496334,6.863776,1
1,1/25/2016,2016,1,Nordrhein-Westfalen,10,2,Witten,Brandanschlag,"In der Nacht brannte ein als Asylunterkunft geplantes Holzhaus. Obwohl die Feuerwehr versuchte, ein Übergreifen der Flammen zu verhindern, geriet auch ein benachbartes Haus in Brand. In etwa einer Woche sollten in die beiden Gebäude 25 Asylsuchende einziehen. Bereits im September 2015 hatten Unbekannte in einer geplanten Asylunterkunft in Witten Feuer gelegt.",0,,,,,,,,,,,,,,,,,Witten,51.443893,7.353197,1
1,1/13/2016,2016,1,Nordrhein-Westfalen,10,2,Viersen,Brandanschlag,"In der Nacht brannte ein Haus, das zurzeit zur Unterbringung von Asylsuchende genutzt wird. Die Ermittler schließen einen technischen Defekt als Brandursache aus. Das Feuer entstand im Waschkeller, der von außen zugänglich ist.",0,,,,,,,,,,,,,,,,,Viersen,51.255499,6.396524,1
1,1/13/2016,2016,1,Nordrhein-Westfalen,10,2,Remscheid,Sonstige Angriffe auf Unterkünfte,"Unbekannte haben in der Nacht zum Mittwoch einen Betonklotz durch die Schaufensterscheibe des ""F(l)airladens"" geworfen. In dem Geschäft trifft sich regelmäßig ein Unterstützerkreis für Geflüchtete. Am Abend vor dem Vorfall diskutierten Ehrenamtliche die Einzelfallbetreuung eines Asylsuchenden.",0,,,,,,,,,,,,,,,,,Remscheid,51.178742,7.189696,1
1,1/1/2016,2016,1,Nordrhein-Westfalen,10,2,Leverkusen,Sonstige Angriffe auf Unterkünfte,"In der Silvesternacht bedrohte eine Gruppe junger Männer Bewohner und Sicherheitspersonal einer Asylunterkunft. Kurz nach Mitternach flogen Böller auf das Gelände der Unterkunft, ""auch mit Schreckschusspistolen ist wohl geschossen worden"", berichtet Manfred Hans von der Arbeiterwohlfahrt (Awo), die die Unterkunft an der Görresstraße betreut, gegenüber rp-online. ""Das Sicherheitspersonal wurde bedroht und massiv beschimpft"", so Hans weiter. Als die Polizei am Tatort ankam, trafen die Beamten auf fünf Tatverdächtige im Alter von 17, 18, 21, 29 und 31 Jahren. ""Bei der vorübergehenden Festnahme der fünf Personen ist ein Polizeibeamter verletzt worden"", berichte eine Polizeisprecherin.",0,,,,,,,,,,,,,,,,,Leverkusen,51.045925,7.01922,1
1,1/2/2016,2016,1,Nordrhein-Westfalen,10,2,Köln-Mülheim,Sonstige Angriffe auf Unterkünfte,"Die Polizei hat zwei Männer im Alter von 21 und 25 Jahren festgenommen, die am Samstagabend einen Leuchtfackel, ein sogenanntes bengalisches Feuer, gegen das Fenster einer Asylunterkunft geworfen haben sollen. Bei dem Vorfall ging die Scheibe zu Bruch, verletzt wurde niemand. Wie die Staatsanwaltschaft mitteilte, war die Leuchtfackel mit einem PEGIDA-Aufkleber versehen.",0,,,,,,,,,,,,,,,,,Köln-Mülheim,50.961786,7.004016,1
1,12/27/2015,2015,12,Baden-Württemberg,1,3,Schwetzingen,Wasserschaden,"Ein leerstehendes sanierungsbedürftiges Mehrfamilienhaus in der Markgrafenstraße wird von Unbekannten unter Wasser gesetzt. Die Täter verstopfen die Abflüsse an einem Waschbecken und drehen den Wasserhahn auf. Nach einigen Tagen entdeckt ein Hausmeister den Anschlag; am Gebäude entsteht schwerer Schaden. Der Gemeinderat hatte im Dezember Verhandlungen mit dem Besitzer des Hauses darüber erwogen, ob in dem Haus Flüchtlinge untergebracht werden können. Das Protokoll der Sitzung war auf der Website der Stadt veröffentlicht worden, unmittelbar unter einem Bericht über die Flüchtlingsssituation am Ort. ",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Mannheim,Mannheim,nein,nein,nein,,ja,49.385032,8.577220,1
1,12/28/2015,2015,12,Baden-Württemberg,1,3,Waghäusel,Tätlicher Angriff,"Zwei Männer machen sich gegen 1.50 Uhr vor einer Gemeinschaftsunterkunft in der Friedrich-Hecker-Straße an dort abgestellten Fahrrädern zu schaffen, als zwei heimkehrende 20 und 21 Jahre alte Asylbewerber aus dem Kosovo auf sie aufmerksamen werden. Die Täter versuchen, die beiden jungen Männer mit Gesten zum Schweigen zu bringen. Plötzlich zieht einer der Täter eine Maschinenpistole. Dann entfernen sich die Unbekannten in gemächlichem Tempo. Obwohl die Polizei sofort mit einem mit einer Wärmebildkamera ausgestatteten Polizeihubschrauber nach den Tätern sucht, finden sie niemanden.",0,0,ja,unbekannt,nein,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Karlsruhe ,Karlsruhe,nein,nein,nein,01.50 Uhr,,49.243672,8.543281,1
1,8/22/2015,2015,8,Baden-Württemberg,1,3,Obersulm-Sülzbach,Sachbeschädigung,"Ein 19-Jähriger und ein 27-Jähriger werfen an zwei Abenden nacheinander Steine auf eine Sammelunterkunft. Bewohner beobachten, wie einer der Männer anschließend in einen silberfarbenenen Audi steigt. Die Polizei verstärkt ihre Präsenz. Am dritten Tag beobachtet ein Flüchtling einen Mann, der einen Stein bei sich trägt. Kurz darauf stellt die Polizei beide Männer. Sie legen Teilgeständnisse ab.",0,0,ja,keine Auskunft,nein,ja,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,  Heilbronn,Heilbronn,,ja,ja,,nein,49.146514,9.341023,1
1,7/18/2015,2015,7,Baden-Württemberg,1,3,Oppenweiler,Tätlicher Angriff,"Zwei Betrunkene pöbeln Flüchtlinge vor einer Unterkunft an, weil diese angeblich deutsche Frauen bedrängt hätten. Unklar ist, ob die Flüchtlinge geschlagen oder anderweitig körperlich angegriffen werden. Ein couragierter Passant stellt sich zwischen beide Gruppen. Die Polizei ermittelt wegen Beleidigung und Bedrohung gegen einen 28-jährigen und einen 23-jährigen Mann. ",0,0,ja,ja,nein,ja,unbekannt,nein,ja,ja,nein,    Aalen,Stuttgart,,nein,nein,0,0,48.984486,9.46093,1
1,7/19/2015,2015,7,Baden-Württemberg,1,3,Remchingen,Brandanschlag,In einer geplanten Unterkunft wird nachts Benzin verschüttet und angezündet. Das dreistöckige Haus brennt ab und muss abgerissen werden. Die Polizei nimmt einen Verdächtigen fest. Er sitzt in Untersuchungshaft und bestreitet die Tat. Fremdenfeindliche Motive schließt die Polizei nicht aus. Aus ermittlungstaktischen Gründen will sie aber mehr Informationen nicht herausgegeben.,0,0,nein,keine Auskunft,ja,nein,keine Auskunft,keine Auskunft,keine Auskunft,ja,nein,Karlsruhe,Karlsruhe / Pforzheim,,nein,nein,0,ja,48.953074,8.571847,1
1,8/24/2015,2015,8,Baden-Württemberg,1,3,Weissach im Tal,Brandanschlag,"Ein leer stehendes Gebäude brennt ab. Es sollte als Unterkunft dienen. Das Haus ist nun unbewohnbar. Die Polizei geht von einen Brandanschlag aus, jedoch hat die Brandhitze fast alle Spuren zerstört. Es wäre nicht der erste fremdenfeindliche Angriff in der Gemeinde. Im Herbst 2005 war eine Asylunterkunft in Weissach schon einmal Ziel eines rassistischen Anschlags geworden.",0,0,nein,offen,nein,nein,nein,unbekannt,nein,nein,nein,,Stuttgart,,nein,nein,0,nein,48.920779,9.504504,1
1,10/20/2015,2015,10,Baden-Württemberg,1,3,Remseck am Neckar,Brandanschlag,"Ein leer stehender Gasthof in unmittelbarer Nähe einer Unterkunft brennt nachts ab. Die Feuerwehr verhindert, dass das Feuer auf das Haus der 50 Flüchtlinge übergreift. Die Polizei geht von Brandstiftung aus. Es ist aber unklar, ob der Angriff der Flüchtlingsunterkunft galt. ",0,0,nein,unbekannt,nein,nein,nein,unbekannt,nein,nein,nein,,Stuttgart,,nein,nein,,nein,48.874952,9.264905,1
1,12/25/2015,2015,12,Baden-Württemberg,1,3,Schwäbisch-Gmünd,Sachbeschädigung,"Der erste Weihnachtsfeiertag: In den frühen Morgenstunden brennt es im Rohbau einer Gemeinschaftsunterkunft für Flüchtlinge. Ermittlungen ergeben, dass der Brand mit hoher Wahrscheinlichkeit gelegt wurde.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Aalen,Ellwangen,nein,nein,nein,,ja,48.798748,9.798818,1
1,6/15/2015,2015,6,Baden-Württemberg,1,3,Calw,Sachbeschädigung,"Mithilfe eines Flambierbrenners brennen Unbekannte Hakenkreuze in die Fensterrahmen einer im Bau befindlichen Unterkunft ein. Außerdem wird ein Rollladen beschädigt. Die Polizei spricht von einem ""niederschwelligen Fall"".",0,0,unbekannt,ja,nein,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,    Karlsruhe,Tübingen,,nein,nein,0,0,48.715334,8.73818,1
1,4/6/2015,2015,4,Baden-Württemberg,1,3,Sindelfingen,Sachbeschädigung,Ein Unbekannter wirft aus einem fahrenden Auto heraus Kot gegen die Fassade einer Unterkunft.,0,0,ja,keine Auskunft,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Ludwigsburg,Stuttgart,,nein,nein,0,0,48.708416,9.003546,1
1,5/17/2015,2015,5,Baden-Württemberg,1,3,Wendlingen am Neckar,Sachbeschädigung,Ein Unbekannter wirft mit einem Stein ein Fenster einer noch unbewohnten Flüchtlingsunterkunft ein. ,0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Reutlingen,Stuttgart,,nein,nein,0,0,48.67276,9.38384,1
1,12/29/2015,2015,12,Baden-Württemberg,1,3,Geislingen,Brandanschlag,"Kurz nach 3.30 Uhr bemerken Sicherheitsleute, dass es nahe des Küchenzeltes einer Flüchtlingsunterkunft in der Rheinlandstraße brennt und treten das Feuer aus. Die Täter hatten Textilien und Papier entzündet. Polizisten sind schnell am Ort und finden zwei alkoholisierte Männer, 24 und 30 Jahre alt. Der jüngere gibt später zu, den Brand gelegt zu haben. Ob der zweite Mann daran beteiligt war, wird noch ermittelt. Beide sind der Polizei als Mitglieder der rechtsextremen Szene im Raum Göppingen bekannt.",0,0,ja,ja,nein,ja,unbekannt,nein,ja,ja,nein,Ulm,Ulm,nein,nein,nein,3.30 Uhr,nein,48.620235,9.840507,1
1,10/11/2015,2015,10,Baden-Württemberg,1,3,Altheim (Alb),Sachbeschädigung,"Unbekannte werfen nachts einen ""stark Rauch entwickelnden Gegenstand"" durch ein geöffnetes Fenster in die Unterkunft. Es entsteht geringer Sachschaden. Nach Aussagen der Staatsanwaltschaft gibt es nur wenige Ermittlungsansätze – dennoch habe die Kriminalpolizei Ulm die Sache an sich gezogen.",0,0,ja,offen,nein,nein,nein,unbekannt,nein,nein,nein,Ulm,Ulm,,nein,nein,,nein,48.581825,10.025577,1
1,3/31/2015,2015,3,Baden-Württemberg,1,3,Reutlingen,Tätlicher Angriff,Ein maskierter Mann dringt nachts in eine Unterkunft ein. Er geht bis zu einem Zimmer und wirft einen Silvesterböller hinein. Dann ergreift er die Flucht. In dem Raum halten sich fünf Gambier auf. Der Täter feuert im Flur noch mehrmals eine Schreckschusspistole ab. Die Polizei findet keine direkten Hinweise auf eine fremdenfeindliche Tat: Es könne sich auch um einen persönlichen Streit handeln.,0,0,ja,unbekannt,ja,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Reutlingen,Tübingen,,nein,nein,02:15,ja,48.491951,9.211414,1
1,7/30/2015,2015,7,Baden-Württemberg,1,3,Balingen,Brandanschlag,"Mitarbeiter einer Unterkunft entdecken morgens um sieben Uhr vor dem Gebäude und im Hausflur Spuren einer brennbaren Flüssigkeit. Das Haus wird evakuiert, die Polizei richtet eine besondere Ermittlungsgruppe ein. Der Verdacht lautet auf schwere Brandstiftung. Das Polizeipräsidium Tuttlingen teilt mit: ""Es könnte sich möglicherweise auch um ein Versehen/Missgeschick handeln.""",0,0,ja,offen,nein,nein,nein,unbekannt,nein,nein,nein,Rottweil,Hechingen,,nein,nein,07:00,ja,48.273751,8.855786,1
1,3/8/2015,2015,3,Baden-Württemberg,1,3,Malterdingen,Wasserschaden,"Unbekannte setzen ein Haus unter Wasser, in das Flüchtlinge einziehen sollten. Das Gebäude wird stark beschädigt. Die Polizei ermittelt, dass es schon früher Streitigkeiten zwischen ehemaligen Eigentümern des Hauses gegeben hatte. Auch sei es schon einmal zu einem ähnlichen Vorfall gekommen. Doch ein Tatmotiv wird mangels Verdächtigen nicht gefunden. Das Verfahren wird eingestellt.",0,0,nein,nein,nein,nein,nein,unbekannt,nein,vermutlich ja,nein,Freiburg,Freiburg,ja,nein,nein,,ja,48.162164,7.795554,1
1,9/19/2015,2015,9,Baden-Württemberg,1,3,Riedlingen,Brandanschlag,"Zwei Mülltonnen einer Unterkunft werden nachts angezündet. Zudem schmieren Unbekannte Hakenkreuze und rechte Parolen an die Hauswand, unter anderem ""Refugge [sic!] Fuck Off"". Die Polizei richtet eine eigene Gruppe ein, die auch gegen bestimmte Personen ermittelt. Ein konkreter Tatverdacht ergibt sich aber nicht.",0,0,ja,ja,nein,nein,nein,unbekannt,nein,nein,nein,Ulm,Ravensburg,,nein,nein,,nein,48.155856,9.471173,1
1,5/9/2015,2015,5,Baden-Württemberg,1,3,Sontheim an der Brenz,Sachbeschädigung,"Ein Unbekannter bewirft nachts eine Unterkunft mit Steinen. Bewohner sagen, er habe gedroht, das Haus anzuzünden. Die Polizei kann nicht belegen, dass die Steinwürfe und die Drohung miteinander zu tun haben. In der Vergangenheit seien mehrfach Schrebergartenhütten in der Nähe angezündet worden. Vermutlich hätten die Heimbewohner die Zusammenhänge falsch verstanden.",0,0,ja,nein,nein,nein,nein,unbekannt,nein,nein,nein,Ulm,Ellwangen,,nein,nein,0,0,47.915427,7.701645,1
1,5/10/2015,2015,5,Baden-Württemberg,1,3,Bad Krozingen,Sachbeschädigung,Unbekannte schlagen mehrere Scheiben im Untergeschoss einer Container-Wohnanlage ein. Täter und Motiv können nicht ermittelt werden. Das Verfahren wird eingestellt.,0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Bad Krozingen,Freiburg,ja,nein,nein,,0,47.915427,7.701645,1
1,9/29/2015,2015,9,Baden-Württemberg,1,3,Oberteuringen,Brandanschlag,"Eine geplante Unterkunft brennt ab. Die Polizei findet Spuren von Brandbeschleuniger. Sowohl die Staatsanwaltschaft als auch der Landkreis setzen Belohnungen für Hinweise aus, die die Ermittler auf die Spur der Täter führen können.",0,0,nein,keine Auskunft,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,,Konstanz,,nein,nein,,,47.725236,9.47003,1
1,12/29/2015,2015,12,Baden-Württemberg,1,3,Friedrichshafen,Tätlicher Angriff,"Ein 49 Jahre alter Mann aus Friedrichshafen randaliert in einer Flüchtlingsunterkunft an der Ailinger Straße. Obwohl ihn das Sicherheitspersonal zuvor weggeschickt hat, dringt er in die Unterkunft ein und tritt gegen Türen. Als ihn Sicherheitsleute ansprechen, zieht er ein Messer und sticht nach ihnen. Er wird überwältigt und von der Polizei in Gewahrsam genommen. Polizisten stellen später fest, das der Täter 2,5 Promille Alkohol im Blut hat. In nüchternem Zustand habe ihm der Vorfall leid getan, teilt die Polizei mit.",0,0,ja,nein,ja,nein,nein,ja,nein,ja,nein,Friedrichshafen,Ravensburg,nein,nein,nein,21.15 Uhr,ja,47.657303,9.480022,1
1,1/16/2016,2016,1,Baden-Württemberg,1,3,Karlsdorf,Sonstige Angriffe auf Unterkünfte,Unbekannte haben mit einem Stein eine Scheibe einer Asylunterkunft eingeworfen.,0,,,,,,,,,,,,,,,,,Karlsdorf,50.79839,11.797814,1
1,1/30/2016,2016,1,Baden-Württemberg,1,3,Wertheim,Sonstige Angriffe auf Unterkünfte,"Unbekannte haben einen ""Rauchtopf"", einen frei erhältlichen Feuerwerkskörper, gegen die Fassade einer Asylunterkunft geworfen. Ein Zeuge beobachtete zwei flüchtige Tatverdächtige.",0,,,,,,,,,,,,,,,,,Wertheim,49.758604,9.512851,1
1,1/27/2016,2016,1,Baden-Württemberg,1,3,Wiesenbach,Sonstige Angriffe auf Unterkünfte,"Unbekannte haben in der Nacht zwei mutmaßlich illegale und besonders starke Böller gezündet, einen davon in der Nähe einer Asylunterkunft, weshalb der Staatsschutz ermittelt.",0,,,,,,,,,,,,,,,,,Wiesenbach,49.361423,8.802814,1
1,1/26/2016,2016,1,Baden-Württemberg,1,3,Heilbronn,Sonstige Angriffe auf Unterkünfte,Ein Unbekannter zündete am Abend Silvesterkracher vor einer Asylunterkunft und bewarf das Gebäude mit Steinen.,0,,,,,,,,,,,,,,,,,Heilbronn,49.142693,9.210879,1
1,1/11/2016,2016,1,Baden-Württemberg,1,3,Rutesheim,Brandanschlag,"Ein Haus, in dem schon länger vermeintlich ausländische Familien und seit Neuestem auch eine aus Syrien geflüchtete Familie leben, stand am Abend in Flammen. Die Polizei geht von Brandstiftung aus, da auch eine Hintertür gewaltsam aufgebrochen wurde. Bereits wenige Tage zuvor hatte es im Erdgeschoss des Gebäudes gebrannt. Auch in diesem Fall schloss die Polizei einen technischen Defekt als Brandursache aus. Die Ermittler mutmaßen, dass es sich um fahrlässige Brandstiftung handeln könne. Ein Polizeisprecher sagte gegenüber der Leonsberger Kreiszeitung: „Es gibt überhaupt keine Hinweise auf einen möglichen fremdenfeindlichen Hintergrund für die beiden Brände.""",0,,,,,,,,,,,,,,,,,Rutesheim,48.80815,8.945504,1
1,1/10/2016,2016,1,Baden-Württemberg,1,3,Reute,Sonstige Angriffe auf Unterkünfte,Gegen 22.15 Uhr warfen Unbekannte zwei Feuerwerkskörper durch ein geöffnetes Fenster der Asylunterkunft im Ortsteil,0,,,,,,,,,,,,,,,,,Reute,48.081782,7.825864,1
1,1/29/2016,2016,1,Baden-Württemberg,1,3,Villingen-Schwenningen,Sonstige Angriffe auf Unterkünfte,"Unbekannte haben eine Handgranate auf das Gelände einer Asylunterkunft geworfen, in der zurzeit 170 Menschen wohnen. Die Granate zündete jedoch nicht und konnte später vom Entschärfungsdienst des Landeskriminalamtes kontrolliert zerstört werden. Ein Sicherheitsmann soll die Granate in der Nacht auf dem Gelände gefunden und die Polizei alarmiert haben. Es wurde niemand verletzt.",0,,,,,,,,,,,,,,,,,Villingen-Schwenningen,48.059402,8.464087,1
