countof,Datum,years,Monat,Bundesland,Bundesland_count,Bundesland_count_scale,Stadt,Vorfallsart,Kurzbeschreibung,Verletzte,Tote,bewohnt,Politisch motivierte Tat nach Polizei- einschätzung?,Einzeltäter,Tätergruppe,Täter_organisiert,Ersttäter,Wiederholungstäter,Täter_ortsansässig,Täter_zugereist,ermittelnde_Polizei,ermittelnde_Staats_anwaltschaft,Verfahren_eingestellt,Anklage_erhoben,Urteil,Uhrzeit,Einbruch_Eingedrungen,lat,lng,cunti
1,5/6/2015,2015,5,Rheinland-Pfalz,11,12,Limburgerhof,Brandanschlag,"Ein schwarzer Pkw, der sich schnell und mit quietschenden Reifen entfernt, ist der einzige Hinweis, den die Polizei auf diese Tat hat. Die Wohncontainer für Flüchtlinge waren noch nicht fertig, auf den Dächern lagerte das Baumaterial. Das zünden der oder die Täter an. Feuer und Löschwasser zerstören die Hälfte der 20 Container.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Rheinpfalz,  Frankenthal (Pfalz),,nein,,2.13 Uhr,nein,49.418095,8.39323,1
1,12/4/2015,2015,12,Rheinland-Pfalz,11,12,Herxheim,Brandanschlag,"In der Nacht werfen Unbekannte drei Benzinkanister durch das Oberlicht eines Fensters in eine noch unbewohnte Asylunterkunft. Anschließend versuchen sie von außen, sie zu entzünden. Ein Kanister fängt Feuer und der Brand beschädigt das Gebäude. Zuvor hatten zwei Männer an einer Tankstelle in der Nähe mehrere Benzinkanister gefüllt. Sie wurden dabei von einer Überwachungskamera gefilmt. Die Polizei hält sie der Tat dringend für verdächtig und sucht mit dem Video und mit einem Phantombild nach ihnen. Bislang ohne Erfolg, trotz einer Belohnung von 6.000 Euro.",0,0,nein,unbekannt,nein,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Polizeipräsidium Rheinpfalz,Landau,nein,nein,nein,nachts,nein,49.145892,8.206012,1
1,12/10/2015,2015,12,Rheinland-Pfalz,11,12,Herxheim,Brandanschlag,"In einer Asylunterkunft an der Sandrennbahn in Herxheim brennt nachts das Kleiderlager des Deutschen Roten Kreuzes. Das Feuer ist so heiß und breitet sich so stark aus, dass die Polizei kaum verwertbare Spuren findet. Sie kann nicht einmal sagen, ob der Brand gelegt oder von einem Defekt verursacht wurde. Zum Glück wird keiner der Asylbewerber verletzt, die in den Räumen unter der Kleiderkammer wohnen.",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Polizeipräsidium Rheinpfalz,Landau,nein,nein,nein,3 Uhr,unbekannt,49.145892,8.206012,1
1,1/7/2016,2016,1,Rheinland-Pfalz,11,12,Bitburg,Sonstige Angriffe auf Unterkünfte,Laut Polizei warfen drei Männer aus einem fahrenden Auto heraus Böller auf die Aufnahmeeinrichtung für Asylbegehrende (Afa). Die Polizei fasste das Trio im Alter von 21 und 22 Jahren kurz darauf und nahm es vorläufig fest.,0,,,,,,,,,,,,,,,,,Bitburg,49.966415,6.52986,1
1,1/31/2016,2016,1,Rheinland-Pfalz,11,12,Konz,Sonstige Angriffe auf Unterkünfte,"Unbekannte sind auf die Baustelle einer geplanten Asylunterkunft eingedrungen. Der oder die Täter verschütteten Zementsäcke, stießen eine Toilette um und warfen Baumaterialien einen Abhang hinunter.",0,,,,,,,,,,,,,,,,,Konz,49.699178,6.572662,1
1,10/16/2015,2015,10,Schleswig-Holstein,15,13,Flensburg,Brandanschlag,"Nachts brennt es in einem leerstehenden Hochhaus. Anwohner hören einen lauten Knall und sehen Flammen aus einer Einzimmerwohnung. Die Polizei ermittelt wegen schwerer Brandstiftung. Spuren werden nicht gefunden, es gibt keine Zeugen. 3.000 Euro Belohnung sind ausgelobt.",0,0,nein,keine Auskunft,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,,Flensburg,,nein,nein,03:00,ja,54.783302,9.433326,1
1,5/6/2015,2015,5,Schleswig-Holstein,15,13,Rieseby,Brandanschlag,"Eine Strohpuppe brennt vor einer Unterkunft. Flüchtlinge hatten sie gebastelt und dort aufgestellt. Ihre Unterkunft ist so weit entfernt, dass das Feuer nicht überspringen kann. Das Verfahren wird eingestellt. ",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Kiel,Kiel,ja,nein,nein,,nein,54.541297,9.815776,1
1,12/8/2015,2015,12,Schleswig-Holstein,15,13,Heide,Brandanschlag,"Ein Zeuge hört mitten in der Nacht einen Knall. In einem Haus ist Feuer ausgebrochen. Der Zeuge alarmiert die 16 Bewohner, alle können sich unverletzt retten. Unter ihnen sind sechs Flüchtlinge und sieben weitere Ausländer. Das Haus und zwei anliegende Gebäude brennen ab. Die Polizei geht von Brandstiftung aus, kann aber keine Täter ermitteln. Die Staatsanwaltschaft lobt 4.000 Euro Belohnung für Hinweise auf die Täter aus.",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Heide,Itzehoe,nein,nein,nein,,unbekannt,54.190882,9.107898,1
1,1/2/2015,2015,1,Schleswig-Holstein,15,13,Grabau,Brandanschlag,"Unbekannte entzünden im Treppenhaus einer Unterkunft eine Rauchkerze. Eine syrische Familie entdeckt den Anschlag und schafft den Nebeltopf nach draußen. Niemand bekennt sich zur Tat. Die Staatsanwaltschaft setzt eine Belohnung von 5.000 Euro aus. Trotzdem laufen die Ermittlungen ins Leere, das Verfahren wird eingestellt. ",0,0,ja,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Lübeck,Lübeck,ja,nein,nein,,ja,53.802639,10.276551,1
1,5/10/2015,2015,5,Schleswig-Holstein,15,13,Büchen,Sachbeschädigung,"Eine Gruppe Jugendlicher bricht nachts die Haustür einer Unterkunft auf. Sie randalieren im Hausflur, schlagen mit Steinen und mobilen Verkehrsschildern gegen Wohnungstüren. Polizisten sind schnell am Ort, die Täter bald gefasst. Zehn Beschuldigte werden ermittelt, fünf von ihnen später wegen Hausfriedensbruch und Sachbeschädigung angeklagt. Ein Täter wird zu 10 Monaten Haft verurteilt. Die anderen vier erhalten Jugendarrest und Geldstrafen.",0,0,ja,ja,nein,ja,nein,nein,ja,ja,nein,Lübeck,Lübeck,,ja,ja,0.08333333333,ja,53.483303,10.616696,1
1,2/9/2015,2015,2,Schleswig-Holstein,15,13,Escheburg,Brandanschlag,"Ein Finanzbeamter will verhindern, dass im Nachbarhaus sechs männliche Flüchtlinge aus dem Irak einziehen. Er kippt Farbverdünner durch das offene Fenster und schmeißt einen Benzinkanister und brennende Streichhölzer in das Haus. Das Gebäude wird unbewohnbar. Kurz darauf wird er anhand seiner DNA-Spuren gefasst und vor Gericht gestellt. Dort gibt er an, er habe Angst um ""das Schöne"" gehabt.",0,0,nein,Ja,ja,nein,nein,ja,nein,ja,Nein,Lübeck,Lübeck,Nein,ja,ja,Mittags,Nein,53.466625,10.310146,1
1,1/16/2016,2016,1,Schleswig-Holstein,15,13,Itzehoe,Brandanschlag,"Am Abend kam es laut Polizei ""zu einer versuchten schweren Brandstiftung"" an einer Wohnung, in der Asylsuchende aus Syrien leben. Unbekannte setzten demnach die Dekoration an der Wohnungstür in Brand. Die Betroffenen konnten die Flammen selbst löschen.",0,,,,,,,,,,,,,,,,,Itzehoe,53.931775,9.505148,1
1,9/9/2015,2015,9,Saarland,12,14,Gersheim,Brandanschlag,Eine geplante Flüchtlingsunterkunft brennt. Das Feuer kann gelöscht werden. Die Ermittler gehen von vorsätzlicher Brandstiftung aus. Es entsteht ein Schaden in Höhe von 10.000 Euro.,0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Saarbrücken,  Saarbrücken,,nein,nein,05.30 Uhr,nein,49.14887,7.206426,1
1,1/30/2016,2016,1,Saarland,12,14,Steinberg-Deckenhardt,Sonstige Angriffe auf Unterkünfte,"In der Nacht zum Samstag haben mehrere Personen, eine davon mit einem Baseballschläger bewaffnet, die Bewohner einer Flüchtlingsunterkunft bedroht.",0,,,,,,,,,,,,,,,,,Steinberg-Deckenhardt,49.536383,7.114877,1
1,1/13/2016,2016,1,Saarland,12,14,Bexbach,Sonstige Angriffe auf Unterkünfte,"Unbekannte drangen in ein Gebäude ein, das als Asylunterkunft geplant ist. In einer Wohnung im Obergeschoss beschädigten die Eindringlinge eine Wasserleitung, wodurch ein erheblicher Wasserschaden entstand.",0,,,,,,,,,,,,,,,,,Bexbach,49.356022,7.255375,1
1,1/25/2016,2016,1,Saarland,12,14,St. Ingbert,Sonstige Angriffe auf Unterkünfte,"Unbekannte haben eine ehemalige Schulturnhalle, die für die Unterbringung von Asylsuchenden vorgesehen ist, beschädigt. Die Ermittler stellten ""27 kreisförmige Beschädigungen an der Außenseite eines größeren Glaselements"" fest. Es sei davon auszugehen, dass die Scheibe mit Steinen beworfen oder mit Schleudern oder Luftdruckwaffen beschossen wurde. Der genau Tatzeitpunkt ist unklar.",0,,,,,,,,,,,,,,,,,St. Ingbert,49.277446,7.111899,1
1,4/21/2015,2015,4,Hamburg,6,15,Hamburg,Sachbeschädigung,Unbekannte werfen Schamott- und Backsteine auf einen Wohncontainer von Flüchtlingen.,0,0,ja,keine Auskunft,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Hamburg,Hamburg,,nein,nein,0,0,53.550341,10.000654,1
1,5/16/2015,2015,5,Hamburg,6,15,Hamburg,Sachbeschädigung,Unbekannte Täter werfen einen Ziegelstein auf einen Wohncontainer von Flüchtlingen.,0,0,ja,keine Auskunft,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Hamburg,Hamburg,,nein,nein,0,0,53.550341,10.000654,1
1,1/3/2016,2016,1,Hamburg,6,15,"Billstedt, Hamburg",Sonstige Angriffe auf Unterkünfte,"Unbekannte drangen in ein unbewohntes Einfamilienhaus ein, das von einer Kirchengemeinde zur Unterbringung von Asylsuchenden zur Verfügung gestellt wurde. Bevor das Haus wie geplant bezogen werden konnte, setzten die Eindringlinge das Erdgeschoss und den Keller des Begäudes unter Wasser, indem sie Wasserhähne aufdrehten und die Abflüsse verschlossen.",0,,,,,,,,,,,,,,,,,"Billstedt, Hamburg",53.540426,10.139475,1
1,9/26/2015,2015,9,Bremen,5,16,Bremen,Brandanschlag,"Ein Großzelt brennt nachts, es ist Brandbeschleuniger im Spiel. Die Polizei kann keine Zeugen finden. ",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt, Bremen,Bremen,,nein,nein,nachts,Ja,53.07581,8.80717,1
1,10/26/2015,2015,10,Bremen,5,16,Bremen,Brandanschlag,"In der Nürnberger Straße ist eine Turnhalle als Asylunterkunft im Gespräch, eine erste Begehung ist geplant. Kurz darauf brennt sie, Einbrecher entzünden den Hallenboden. So etwas spricht sich herum, sagt die Polizei. Täter hat sie bisher nicht gefunden. Sie hofft, dass ein Fahndungsaufruf hilft, 3.000 Euro sind als Belohnung ausgesetzt.",0,0,nein,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt, Bremen,Bremen,,nein,nein,zwischen 19 und 6 Uhr,ja,53.07581,8.80717,1
1,4/30/2015,2015,4,Sachsen,13,1,Freital,Tätlicher Angriff,Unbekannte werfen einen Stein durch ein Fenster der Unterkunft im ehemaligen Leonardo-Hotel und verletzen einen Bewohner am Kopf. Die Staatsanwaltschaft will sich nicht zum Verfahren äußern.,1,0,ja,ja,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,Operatives Abwehrzentrum (OAZ),  Dresden,,keine Auskunft,keine Auskunft,nachts,nein,51.0167,13.65,1
1,11/1/2015,2015,11,Sachsen,13,1,Freital,Sachbeschädigung,"Ein 26-jähriger Freitaler verübt zusammen mit einer Frau einen Sprengstoffanschlag auf eine von Syrern bewohnte Wohnung. Drei Fenster gehen zu Bruch, ein Mann wird im Gesicht verletzt. Die Polizei durchsucht neun Wohnungen, ermittelt sieben Tatverdächtige, nimmt den Freitaler, die Frau sowie zwei weitere Verdächtige fest. Gegen den Hauptverdächtigen liegen zwei Haftbefehle vor.",1,0,ja,ja,nein,ja,unbekannt,ja,nein,ja,ja,OAZ,Generalstaatsanwaltschaft Dresden,nein,nein,nein,keine Auskunft,keine Auskunft,51.0167,13.65,1
1,4/22/2015,2015,4,Sachsen,13,1,Brand-Erbisdorf,Tätlicher Angriff,"Ein 50-jähriger Mann bedroht einen Asylbewerber vor der Unterkunft mit einem Messer und versucht, einen Feuerwerkskörper zu zünden. Er steht wegen psychischer Probleme unter Führungsaufsicht. Er wird wegen Bedrohung und gefährlicher Körperverletzung angeklagt. Die Sprengstoffattacke wird nicht berücksichtigt, weil keine Gefährdung vorlag. ",1,0,ja,ja,ja,nein,nein,nein,ja,ja,nein,Operatives Abwehrzentrum (OAZ),  Chemnitz,,ja,nein,15.40 Uhr,nein,50.870551,13.324793,1
1,10/10/2015,2015,10,Sachsen,13,1,Chemnitz-Markersdorf,Sachbeschädigung,"Unbekannte werfen Steine auf das Pfarrhaus in Chemnitz-Markersdorf, an sechs Fenstern entsteht 2.000 Euro Sachschaden. Eine schlafende Frau wird durch einen Stein am Kopf verletzt. Bei einer Randale vor der Unterkunft werden zwei Unterstützer verletzt. Ein 34-jähriger Tatverdächtiger wird gestellt. ",1,0,ja,ja,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,Operatives Abwehrzentrum (OAZ),  Chemnitz,,keine Auskunft,keine Auskunft,nachts,nein,50.790796,12.902385,1
1,1/17/2016,2016,1,Sachsen,13,1,Geising,Tätlicher Übergriff/Körperverletzung,"Ein unbekannter hat auf einem Rodelhang zwei Asylsuchende aus Afghanistan angegriffen. Der mutmaßliche Täter trug einen Hilterbart und einen Stahlhelm samt Hakenkreuz. Zunächst schüchterte er die beiden Asylsuchenden ein, beleidigte diese und schlug dann auf einen der beiden ein. Erst als weitere Personen den zwei Asylsuchenden zur Hilfe kamen, flüchtete der Täter. Der Staatsschutz ermittelt.",1,,,,,,,,,,,,,,,,,Geising,50.756937,13.792294,1
1,1/14/2016,2016,1,Nordrhein-Westfalen,10,2,Duisburg,Brandanschlag,"Auch in einer Geflüchtetenunterkunft in Duisburg ist am Donnerstagabend ein Feuer ausgebrochen. Bei dem Brand wurde eine Person leicht verletzt. Das Feuer war nach Angaben der Feuerwehr im Keller des Hauses ausgebrochen. Die 76 Bewohner der Unterkunft wurden vorsorglich zwischenzeitlich evakuiert, der Brand schnell gelöscht werden. Da sich der beißende Rauch im Haus verbreitete, ist die Gebäude derzeit nicht bewohnbar. Zur Brandursache machte die Polizei zunächst keine näheren Angaben. Gegen Freitagmittag hieß es nach einer ersten Analyse des Brandsachverständigen, das Feuer sei vorsetzlich gelegt worden.",1,,,,,,,,,,,,,,,,,Duisburg,51.434408,6.762329,1
1,1/1/2016,2016,1,Baden-Württemberg,1,3,Assamstadt,Sonstige Angriffe auf Unterkünfte,"Assamstadts Bürgermeister Joachim Döffinger berichtet gegenüber fn web von einem Angriff auf eine Asylunterkunft im Ort: ""In der Silvesternacht, etwa gegen 2.30 Uhr, kamen drei junge Männer zu den Containern. Einer warf einen etwa apfelgroßen Stein durch ein offenes Fenster. Er traf eine Frau am Oberschenkel. Die Frau hat erst vor drei Wochen ein Kind zur Welt gebracht. Glücklicherweise hatte sie das Baby nicht in ihren Händen, als sie getroffen wurde."" Bereits in der Nacht zuvor kam es zu einem anderen rassistischen Übergriff auf die Unterkunft.",1,,,,,,,,,,,,,,,,,Assamstadt,49.427228,9.6892,1
1,2/20/2015,2015,2,Sachsen-Anhalt,14,6,Magdeburg,Tätlicher Angriff,Ein 21-jähriger Mann wird in einem Zimmer einer Asylunterkunft geschlagen und beraubt. Fünf männliche Täter bedrohen ihn mit einem Klappmesser und stehlen Uhren und Bargeld.,1,0,ja,nein,nein,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt, Direktion Sachsen-Anhalt Nord,  Magdeburg,,nein,nein,,ja,52.131589,11.639961,1
1,7/19/2015,2015,7,Sachsen-Anhalt,14,6,Halberstadt,Brandanschlag,"Sechs Personen werfen Steine auf Versorgungszelte für Asylbewerber. Eine DRK-Helferin wird getroffen. Die Tatverdächtigen skandieren: ""Ausländer raus"". Die mutmaßlichen Täter werden gefasst, ein Verfahren wegen versuchter gefährlicher Körperverletzung und Volksverhetzung eingeleitet. Laut Staatsanwaltschaft handelten die 15- bis 20-Jährigen aus einer ausländerfeindlichen Einstellung heraus.",1,0,ja,ja,nein,ja,nein,unbekannt,unbekannt,ja,nein,,Magedeburg,,ja,nein,nachts,nein,51.892656,11.055452,1
1,7/18/2015,2015,7,Berlin,3,7,Berlin-Marzahn,Tätlicher Angriff,"Eine Gruppe von teils bekannten Neonazis hält sich vor einer Asylunterkunft auf. Im Laufe der Nacht wird ein Mann verletzt, ein Täter festgenommen. Über die Identität des Täters will die Staatsanwaltschaft Berlin nichts verraten. ",1,0,ja,unbekannt,ja,nein,nein,unbekannt,unbekannt,ja,nein,Landeskriminalamt PMK Berlin,Berlin,nein,ja,nein,0.1354166667,nein,52.543404,13.554282,1
1,12/25/2015,2015,12,Berlin,3,7,Berlin-Spandau,Tätlicher Angriff,"Ein Mann tritt an die Pforte eines Asylbewerberheims und fragt einen Wachmann, ob es sich bei dem Gebäude um eine Unterkunft für Flüchtlinge handele. Er würde dort gerne eine Bombe legen. Als der Wachmann den Unbekannten auffordert zu gehen, greift dieser nach dem Sicherheitsmitarbeiter, der sich wehrt und schließlich den Angreifer in die Flucht schlägt.",1,0,ja,Ja,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,LKA Berlin,Berlin,Nein,Nein,Nein,3.15 Uhr,,52.541798,13.167349,1
1,5/13/2015,2015,5,Berlin,3,7,Berlin-Charlottenburg,Tätlicher Angriff,"Ein Mann betritt den Innenhof eines Wohnheims für Flüchtlinge und beschimpft drei der Bewohner. Dann geht er mit einem Samuraischwert auf einen der Männer los und verletzt ihn an der Hand. Ein Sicherheitsmann alamiert die Polizei. Als der Täter flieht, zieht er eine Schusswaffe und richtet sie auf die Männer. Einer von ihnen wird später im Krankenhaus behandelt.",1,0,ja,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Landeskriminalamt  ,Berlin,,nein,nein,00:15,nein,52.514713,13.303984,1
1,7/28/2015,2015,7,Hessen,7,10,Büttelborn,Brandanschlag,"In einem Carport neben einer Flüchtlingsunterkunft brennen Mülltonnen, ein Auto fängt Feuer. Die Feuerwehr kann den Brand löschen, bevor er auf die Unterkunft übergreift. Während der Evakuierung des Gebäudes stürzt eine Frau und verletzt sich leicht. Bislang gibt es keine Tatverdächtigen, die Ermittlungen laufen noch.",1,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt, Rüsselsheim,Darmstadt,,nein,,1.32 Uhr,nein,49.903169,8.514352,1
1,1/3/2016,2016,1,Hessen,7,10,Dreieich,Sonstige Angriffe auf Unterkünfte,"Unbekannte haben in der Nacht auf eine Asylunterkunft geschossen und einen 23-jährigen Bewohner im Schlaf getroffen. Er wurde leicht verletzt. Die Staatsanwaltschaft wertet die Tat als ""gezielten Angriff"".",1,,,,,,,,,,,,,,,,,Dreieich,50.029488,8.694923,1
1,8/27/2015,2015,8,Schleswig-Holstein,15,13,Lübeck,Tätlicher Angriff,"Zwei Männer verletzen einen Syrer leicht. Kurz darauf wird eine unbewohnte Containerunterkunft mit Steinen beworfen. Die Täter hinterlassen NPD-Aufkleber mit der Parole ""Asylantenheim? Nein Danke"". Ein Mitarbeiter der Containerfirma beobachtet die Täter, die Polizei nimmt sieben Personen fest. Alle sind polizeibekannt und als ""Gruppierung Rechts"" eingestuft. ",1,0,ja,ja,nein,ja,keine Auskunft,nein,ja,keine Auskunft,keine Auskunft,Lübeck,Lübeck,nein,ja,nein,0,ja,53.866444,10.684738,1
1,4/24/2015,2015,4,Saarland,12,14,Weiskirchen,Tätlicher Angriff,"Fünf junge Männer dringen – angeblich auf der Suche nach einem gestohlenen Handy – in eine Asylunterkunft ein. Ein Mann wird verletzt, es fallen ausländerfeindliche Parolen. Die Polizei ordnet die Täter einer ""eher rechten Gesinnung"" zu. Zwei Verfahren wegen Körperverletzung und gemeinschaftlicher Volksverhetzung laufen.",1,0,ja,nein,nein,ja,nein,unbekannt,nein,ja,nein,,  Saarbrücken,,ja,nein,23.30,ja,49.556097,6.818141,1
1,12/11/2015,2015,12,Sachsen,13,1,Jahnsdorf /Pfaffenhain,Tätlicher Angriff,"Aus einer aufgebrachten Menschenmenge heraus wird ein Bus attackiert, der Asylbewerber in die Unterkunft bringen soll. Die Täter bewerfen nicht nur das Fahrzeug mit Böllern, sondern auch das Wachpersonal und den Busfahrer. Eine Fensterscheibe des Busses zersplittert, zwei Personen werden verletzt. Die Polizei identifiziert fünf Personen, sie gelten aber derzeit nicht als Tatverdächtige. ",2,0,nein,ja,nein,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,OAZ,Chemnitz,"nein, es läuft gegen Unbekannt",nein,nein,19.30 Uhr,nein,50.753549,12.858377,1
1,9/20/2015,2015,9,Baden-Württemberg,1,3,Wertheim,Brandanschlag,"Unbekannte zünden die Turnhalle der Polizeiakademie an. Hier sollten 330 Flüchtlinge untergebracht werden; in umliegenden Häusern leben rund 1.000 Asylbewerber. An einer Hintertür gibt es Einbruchsspuren, Brandbeschleuniger findet sich, ein auffällig schnell fahrender dunkler Pkw-Kombi wird gesehen.18 Beamte der Ermittlungsgruppe Halle suchen mit einem öffentlichen Aufruf nach Zeugen.",2,0,nein,offen,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt, Wertheim / Heilbronn,Mosbach,,nein,nein,01:00,ja,49.75717,9.513431,1
1,9/5/2015,2015,9,Niedersachsen,9,8,Uetze,Tätlicher Angriff,"Drei Männer im Alter zwischen 20 und 24 Jahren mit Sturmhauben über dem Gesicht klingeln an mehreren Wohnungen, in denen Flüchtling wohnen. Mehrere Flüchtlinge kommen aufgebracht aus den Wohnungen, es gibt eine laute Auseinandersetzung. Anwohner rufen die Polizei. Die Vermummten ergreifen die Flucht. Ein Flüchtling nimmt die Verfolgung der Männer auf, er kann einen Täter einholen und aufhalten. Wenig später stellt die Polizei die übrigen beiden. Ermittelt wird gegen sie nun wegen des Verdachts der gefährlichen Körperverletzung.",2,0,ja,ja,nein,ja,unbekannt,nein,ja,ja,nein,Hannover,,,nein,nein,,ja,52.463940,10.201126,1
1,1/13/2016,2016,1,Thüringen,16,11,Jena,Tätlicher Übergriff/Körperverletzung,Mehrere teils vermummte Angreifer attackierten Asylsuchende vor einer Unterkunft mit Schlagstöcken. Zwei Opfer mussten im Krankenhaus behandelt werden. Die Polizei konnte zwei Tage später einen Tatverdächtigen festnehmen. Er soll die Angriffe gestanden haben.,2,,,,,,,,,,,,,,,,,Jena,50.927054,11.589237,1
1,1/27/2016,2016,1,Thüringen,16,11,Schmölln,Tätlicher Übergriff/Körperverletzung,"Etwa 15 Jugendliche haben zwei 19 und 22 Jahre alte Asylsuchende attackiert. Beide wurden verletzt, einer durch Schläge ins Gesicht, der andere bekam eine Bierflasche an den Kopf. Danach kam es vor der Unterkunft für Geflüchtete zu weiteren Auseinandersetzungen zwischen weiteren Asylsuchenden und den jugendlichen Angreifern. Die Polizei konnte die Situation klären. Sie nahm einen der Angreifer vorübergehnd fest und ermittelt nun wegen Landfriedensbruchs und gefährlicher Körperverletzung.",2,,,,,,,,,,,,,,,,,Schmölln,50.895434,12.355062,1
1,7/24/2015,2015,7,Sachsen,13,1,Dresden,Tätlicher Angriff,"Täter versuchen teils gewaltsam, Helfer des Deutschen Roten Kreuzes am Aufbau von Zelten für Asylbewerber zu hindern. Zuvor gab es in der Nähe eine Demonstration der NPD. Zudem griffen aus einer Menschenmenge heraus Gewalttäter Gegendemonstranten an. Eine Frau wird wegen Nötigung angeklagt, weil sie Journalisten an der Arbeit gehindert haben soll.",3,0,nein,ja,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,Operatives Abwehrzentrum (OAZ),  Dresden,,ja,keine Auskunft,tagsüber,nein,51.049329,13.738144,1
1,1/18/2016,2016,1,Hessen,7,10,Brensbach,Sonstige Angriffe auf Unterkünfte,"Drei unbegleitete minderjährige Geflüchtete aus Afghanistan wurden laut der Schilderungen der Opfer von Unbekannten, die in die Unterkunft eindrangen, beschimpft, gewaltsam angegriffen und verletzt. Die Polizei habe ""zunächst von einer Veröffentlichung des Geschehens abgesehen"", weil die Lage unklar gewesen sei.",3,,,,,,,,,,,,,,,,,Brensbach,49.773097,8.880707,1
1,1/22/2015,2015,1,Bayern,2,5,München,Tätlicher Angriff,"Ein Mann attackiert ein Infozelt von protestierenden Flüchtlingen am Stachus und beschädigt es schwer. Außerdem beschimpft er die Asylbewerber rassistisch und greift sie körperlich an. Der Täter flieht, eine Polizistin verfolgt ihn. Er kann jedoch entkommen.",5,0,nein,ja,ja,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,"
",München I,,nein,nein,,0,48.13641,11.57753,1
1,9/4/2015,2015,9,Hessen,7,10,Heppenheim,Brandanschlag,"Im Hausflur der dreigeschossigen Gemeinschaftsunterkunft wird ein Kinderwagen angesteckt, bald steht das Haus in Flammen. Einer der Bewohner springt in Panik aus einem Fenster im zweiten Stock und verletzt sich schwer, vier weitere erleiden eine Rauchvergiftung. Die Suche nach den Tätern ist bislang ergebnislos.",5,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt, Heppenheim,Darmstadt,,nein,nein,0.23 Uhr,ja,49.640805,8.637216,1
1,1/31/2016,2016,1,Baden-Württemberg,1,3,Heilbronn,Sonstige Angriffe auf Unterkünfte,"Unbekannte haben in einem Haus, das unter anderem von Asylsuchenden bewohnt wird, vermutlich Pfefferspray versprüht. Sechs Asylsuchende klagten über Atemwegsbeschwerden und wurden vorsorglich in die umliegenden Kliniken zur weiteren Untersuchung verbracht.",6,,,,,,,,,,,,,,,,,Heilbronn,49.142693,9.210879,1
1,2/13/2015,2015,2,Sachsen,13,1,Freiberg,Sachbeschädigung,"Unbekannte zünden im Flur einer Unterkunft einen Sprengsatz. Zeugen wollen zwei Männer gesehen haben, die nach der Explosion in einem schwarzen Audi davonfahren. Eine Woche nach der Tat veröffentlicht die Polizei einen Zeugenaufruf, setzt 5.000 Euro Belohnung aus. Sie wertet DNA-Spuren an Zigarettenkippen aus. ",7,0,ja,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Operatives Abwehrzentrum (OAZ),  Chemnitz,nein,nein,nein,23.15 Uhr,nein,50.916942,13.342889,1
